URL,YEAR,MAKE,MODEL,PRICE,STATE,ODOMETER,TRANSMISSION,FUEL,COLOR,CYLINDERS,CONDITION
https://orangecounty.craigslist.org//ctd/5869988678.html,2013,Toyota,Corolla,$288,California,unk,automatic,gas,unk,4 cylinders,excellent,clean
https://orangecounty.craigslist.org//ctd/5869175348.html,2010,Toyota,Corolla,$8487,California,unk,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5869088865.html,2010,Toyota,Corolla,$9999,California,84481,automatic,gas,blue,4 cylinders,excellent,clean
https://orangecounty.craigslist.org//cto/5825111071.html,2010,Toyota,Corolla,$7285,California,unk,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5867620643.html,2014,Toyota,Corolla,$11900,California,47763,automatic,gas,black,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5866186956.html,2015,Toyota,Corolla,$15991,California,24913,automatic,gas,black,4 cylinders,like new,clean
https://orangecounty.craigslist.org//ctd/5865566017.html,2014,Toyota,Corolla,$15990,California,32071,unk,gas,blue,unk,unk,clean
https://orangecounty.craigslist.org//cto/5821176396.html,2010,Toyota,Corolla,$6990,California,38734,automatic,gas,silver,4 cylinders,excellent,salvage
https://orangecounty.craigslist.org//ctd/5864210211.html,2012,Toyota,Corolla,$8495,California,91673,automatic,gas,silver,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5863250746.html,2015,Toyota,Corolla,$11995,California,38906,unk,other,silver,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5863208351.html,2015,Toyota,Corolla,$12250,California,37368,unk,other,white,unk,unk,clean
https://orangecounty.craigslist.org//cto/5844403979.html,2014,Toyota,Corolla,$11995,California,52000,automatic,gas,white,unk,good,clean
https://orangecounty.craigslist.org//ctd/5862744407.html,2013,Toyota,Corolla,$10900,California,35613,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5862707387.html,2015,Toyota,Corolla,$13998,California,36669,automatic,gas,black,unk,Used,clean
https://orangecounty.craigslist.org//ctd/5862559382.html,2012,Toyota,Corolla,$10985,California,unk,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5862388122.html,2015,Toyota,Corolla,$11995,California,38906,automatic,gas,unk,4 cylinders,unk,clean
https://orangecounty.craigslist.org//ctd/5862313199.html,2014,Toyota,Corolla,$14995,California,39657,automatic,gas,custom,4 cylinders,unk,clean
https://orangecounty.craigslist.org//ctd/5862295478.html,2015,Toyota,Corolla,$12500,California,36561,automatic,gas,unk,4 cylinders,unk,clean
https://orangecounty.craigslist.org//ctd/5862194005.html,2015,Toyota,Corolla,$12998,California,22054,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//cto/5857248650.html,2013,Toyota,Corolla,$6900,California,92000,automatic,gas,grey,4 cylinders,excellent,salvage
https://orangecounty.craigslist.org//ctd/5862017479.html,2014,Toyota,Corolla,$11900,California,47763,manual,gas,black,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5861684594.html,2012,Toyota,Corolla,$10985,California,unk,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5861427247.html,2010,Toyota,Corolla,$8484,California,74000,automatic,gas,silver,4 cylinders,good,clean
https://orangecounty.craigslist.org//ctd/5861264463.html,2011,Toyota,Corolla,$10800,California,67542,automatic,gas,blue,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5861063497.html,2014,Toyota,Corolla,$12988,California,35101,automatic,gas,unk,unk,excellent,clean
https://orangecounty.craigslist.org//cto/5817397590.html,2015,Toyota,Corolla,$13200,California,13985,automatic,gas,silver,4 cylinders,like new,clean
https://orangecounty.craigslist.org//ctd/5860726092.html,2014,Toyota,Corolla,$14995,California,39657,automatic,gas,custom,4 cylinders,unk,clean
https://orangecounty.craigslist.org//cto/5860060736.html,2010,Toyota,Corolla,$6950,California,unk,automatic,gas,unk,4 cylinders,unk,salvage
https://orangecounty.craigslist.org//ctd/5860049888.html,2010,Toyota,Corolla,$8495,California,95560,automatic,other,silver,unk,unk,clean
https://orangecounty.craigslist.org//cto/5859999054.html,2010,Toyota,Corolla,$6950,California,unk,automatic,gas,unk,4 cylinders,unk,salvage
https://orangecounty.craigslist.org//ctd/5859929927.html,2012,Toyota,Corolla,$11985,California,unk,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5859780413.html,2015,Toyota,Corolla,$13655,California,unk,automatic,gas,white,unk,like new,clean
https://orangecounty.craigslist.org//cto/5859656562.html,2014,Toyota,Corolla,$14000,California,33045,automatic,gas,custom,4 cylinders,like new,clean
https://orangecounty.craigslist.org//cto/5858856314.html,2013,Toyota,Corolla,$11799,California,29356,automatic,gas,white,4 cylinders,like new,clean
https://orangecounty.craigslist.org//cto/5858381916.html,2011,Toyota,Corolla,$9950,California,68000,automatic,gas,black,4 cylinders,new,clean
https://orangecounty.craigslist.org//ctd/5858149409.html,2010,Toyota,Corolla,$8999,California,unk,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5856917189.html,2014,Toyota,Corolla,$12500,California,41443,unk,other,red,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5856911204.html,2015,Toyota,Corolla,$12995,California,36561,unk,other,white,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5856884018.html,2015,Toyota,Corolla,$16206,California,20689,automatic,gas,unk,unk,unk,clean
https://orangecounty.craigslist.org//ctd/5855578821.html,2013,Toyota,Corolla,$13995,California,75430,automatic,gas,unk,4 cylinders,excellent,clean
https://orangecounty.craigslist.org//ctd/5855578346.html,2015,Toyota,Corolla,$14000,California,39825,automatic,gas,unk,4 cylinders,excellent,clean
https://orangecounty.craigslist.org//ctd/5854728913.html,2010,Toyota,Corolla,$9900,California,52091,automatic,gas,red,unk,like new,clean
https://siskiyou.craigslist.org//cto/5877699007.html,2012,Toyota,Corolla,$9750,California,53000,automatic,gas,grey,4 cylinders,excellent,clean
https://hanford.craigslist.org//ctd/5862076331.html,2014,Toyota,Corolla,$11550,California,27126,automatic,gas,green,4 cylinders,good,clean
https://redding.craigslist.org//cto/5895197982.html,2013,Toyota,Camry,$14500,California,unk,automatic,gas,grey,unk,good,clean
https://redding.craigslist.org//ctd/5894778724.html,2015,Toyota,Camry,$17995,California,43847,automatic,gas,unk,unk,unk,clean
https://redding.craigslist.org//ctd/5888035352.html,2011,Toyota,Camry,$11477,California,90401,automatic,gas,black,4 cylinders,excellent,clean
https://redding.craigslist.org//ctd/5874769968.html,2015,Toyota,Camry,$17995,California,43847,automatic,gas,unk,unk,unk,clean
https://redding.craigslist.org//ctd/5868256044.html,2011,Toyota,Camry,$14995,California,112209,automatic,hybrid,unk,other,excellent,clean
https://redding.craigslist.org//ctd/5861760000.html,2013,Toyota,Camry,$12995,California,76000,automatic,gas,grey,4 cylinders,like new,clean
https://redding.craigslist.org//ctd/5859779195.html,2015,Toyota,Camry,$17995,California,43847,automatic,gas,unk,unk,unk,clean
https://redding.craigslist.org//ctd/5856173262.html,2015,Toyota,Camry,$17200,California,12441,automatic,gas,grey,unk,unk,clean
https://redding.craigslist.org//cto/5891250833.html,2015,Toyota,Corolla,$11900,California,33000,automatic,gas,silver,4 cylinders,like new,salvage
https://redding.craigslist.org//ctd/5897895912.html,2015,Toyota,Corolla,$13995,California,36327,automatic,gas,white,4 cylinders,unk,clean
https://redding.craigslist.org//ctd/5884054112.html,2013,Toyota,Corolla,$13995,California,71621,automatic,gas,unk,unk,unk,clean
https://redding.craigslist.org//ctd/5865668194.html,2015,Toyota,Corolla,$13995,California,36327,automatic,gas,white,4 cylinders,unk,clean
https://susanville.craigslist.org//cto/5897611873.html,2012,Toyota,Camry,$15500,California,54000,automatic,gas,green,unk,like new,clean
https://susanville.craigslist.org//cto/5860055988.html,2015,Toyota,Corolla,$16600,California,14500,automatic,gas,unk,unk,unk,clean
https://susanville.craigslist.org//cto/5855053906.html,2015,Toyota,Corolla,$16600,California,14500,automatic,gas,unk,unk,unk,clean
https://susanville.craigslist.org//cto/5860423041.html,2015,Toyota,Corolla,$16600,California,14500,automatic,gas,unk,unk,unk,clean
https://susanville.craigslist.org//cto/5875324359.html,2015,Toyota,Corolla,$16600,California,17000,automatic,gas,unk,unk,unk,clean
https://susanville.craigslist.org//cto/5875323302.html,2015,Toyota,Corolla,$16600,California,14500,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//cto/5883892350.html,2011,Toyota,Camry,$6950,California,unk,automatic,gas,red,4 cylinders,excellent,salvage
https://modesto.craigslist.org//cto/5884042894.html,2011,Toyota,Camry,$7995,California,unk,automatic,gas,grey,4 cylinders,excellent,salvage
https://modesto.craigslist.org//ctd/5900159020.html,2010,Toyota,Camry,$6999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5900148811.html,2012,Toyota,Camry,$13999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5898570012.html,2014,Toyota,Camry,$16499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5896941104.html,2012,Toyota,Camry,$12499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5894758807.html,2015,Toyota,Camry,$16999,California,42801,automatic,gas,white,unk,unk,clean
https://modesto.craigslist.org//cto/5894747960.html,2014,Toyota,Camry,$17000,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5894422586.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://modesto.craigslist.org//ctd/5893843870.html,2011,Toyota,Camry,$9999,California,113955,automatic,gas,silver,unk,unk,clean
https://modesto.craigslist.org//ctd/5893531991.html,2012,Toyota,Camry,$11999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5893472952.html,2011,Toyota,Camry,$10499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5893456115.html,2013,Toyota,Camry,$11795,California,97678,automatic,gas,silver,4 cylinders,like new,clean
https://modesto.craigslist.org//cto/5892660364.html,2014,Toyota,Camry,$10600,California,31000,automatic,gas,unk,4 cylinders,like new,salvage
https://modesto.craigslist.org//ctd/5891087021.html,2013,Toyota,Camry,$13900,California,54000,automatic,gas,unk,unk,like new,clean
https://modesto.craigslist.org//ctd/5890992073.html,2013,Toyota,Camry,$13999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5890103769.html,2015,Toyota,Camry,$16995,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5889922062.html,2010,Toyota,Camry,$6999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//cto/5883883624.html,2013,Toyota,Camry,$17700,California,21000,automatic,gas,black,4 cylinders,new,clean
https://modesto.craigslist.org//ctd/5889751532.html,2011,Toyota,Camry,$8999,California,112885,automatic,gas,grey,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5889535938.html,2013,Toyota,Camry,$16188,California,45238,automatic,gas,grey,unk,unk,clean
https://modesto.craigslist.org//ctd/5888945381.html,2012,Toyota,Camry,$13999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5888786549.html,2014,Toyota,Camry,$16499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5888665385.html,2013,Toyota,Camry,$12500,California,unk,automatic,gas,blue,unk,new,clean
https://modesto.craigslist.org//ctd/5888163888.html,2013,Toyota,Camry,$13991,California,unk,automatic,gas,black,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5887957880.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://modesto.craigslist.org//ctd/5887382766.html,2012,Toyota,Camry,$12499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5887300664.html,2011,Toyota,Camry,$8999,California,112885,automatic,gas,grey,4 cylinders,excellent,clean
https://modesto.craigslist.org//cto/5887080304.html,2010,Toyota,Camry,$2014,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//cto/5885779485.html,2015,Toyota,Camry,$25000,California,48000,automatic,hybrid,black,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5885044271.html,2015,Toyota,Camry,$16991,California,41474,automatic,gas,white,unk,unk,clean
https://modesto.craigslist.org//cto/5884417694.html,2015,Toyota,Camry,$17500,California,42000,automatic,gas,blue,4 cylinders,excellent,salvage
https://modesto.craigslist.org//ctd/5884356140.html,2015,Toyota,Camry,$15950,California,unk,automatic,gas,silver,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5884206721.html,2011,Toyota,Camry,$10499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//cto/5883932228.html,2010,Toyota,Camry,$2004,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5883794261.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//cto/5883435352.html,2010,Toyota,Camry,$2005,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5883220747.html,2010,Toyota,Camry,$5995,California,unk,automatic,gas,unk,unk,unk,salvage
https://modesto.craigslist.org//ctd/5883001327.html,2015,Toyota,Camry,$16999,California,42801,automatic,gas,white,unk,unk,clean
https://modesto.craigslist.org//ctd/5882837937.html,2014,Toyota,Camry,$14499,California,44217,automatic,gas,red,4 cylinders,excellent,clean
https://modesto.craigslist.org//cto/5874645556.html,2012,Toyota,Camry,$3200,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5882609238.html,2011,Toyota,Camry,$9999,California,113955,automatic,gas,silver,unk,unk,clean
https://modesto.craigslist.org//ctd/5882566934.html,2011,Toyota,Camry,$11999,California,92046,automatic,hybrid,blue,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5881357041.html,2013,Toyota,Camry,$13999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5880789709.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://modesto.craigslist.org//ctd/5880087578.html,2010,Toyota,Camry,$7499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5879813560.html,2012,Toyota,Camry,$13999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5879263251.html,2011,Toyota,Camry,$6995,California,116000,automatic,gas,grey,4 cylinders,excellent,salvage
https://modesto.craigslist.org//cto/5878111274.html,2010,Toyota,Camry,$9,California,111000,other,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5877975237.html,2015,Toyota,Camry,$16699,California,42159,automatic,gas,white,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5877954054.html,2014,Toyota,Camry,$16988,California,24489,automatic,gas,silver,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5877838881.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5876972756.html,2012,Toyota,Camry,$12499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5876683515.html,2010,Toyota,Camry,$9980,California,unk,automatic,gas,black,4 cylinders,unk,clean
https://modesto.craigslist.org//cto/5876487584.html,2013,Toyota,Camry,$11000,California,unk,automatic,gas,grey,4 cylinders,like new,salvage
https://modesto.craigslist.org//ctd/5873617233.html,2014,Toyota,Camry,$19788,California,28886,automatic,gas,white,unk,unk,clean
https://modesto.craigslist.org//cto/5873330673.html,2010,Toyota,Camry,$2009,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5872351083.html,2015,Toyota,Camry,$17499,California,42801,automatic,gas,white,unk,unk,clean
https://modesto.craigslist.org//ctd/5871938424.html,2011,Toyota,Camry,$10999,California,113955,automatic,gas,silver,unk,unk,clean
https://modesto.craigslist.org//ctd/5870090072.html,2015,Toyota,Camry,$16678,California,38426,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5869320505.html,2010,Toyota,Camry,$7499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5867442544.html,2014,Toyota,Camry,$14999,California,59128,automatic,gas,grey,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5867111398.html,2015,Toyota,Camry,$16678,California,38426,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5866352337.html,2012,Toyota,Camry,$12499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5865565080.html,2012,Toyota,Camry,$14995,California,76800,automatic,hybrid,grey,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5865372352.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//cto/5850966509.html,2015,Toyota,Camry,$17995,California,5825,automatic,gas,white,6 cylinders,excellent,salvage
https://modesto.craigslist.org//ctd/5862779282.html,2012,Toyota,Camry,$11900,California,70735,automatic,gas,black,unk,like new,clean
https://modesto.craigslist.org//ctd/5862699245.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://modesto.craigslist.org//ctd/5862570071.html,2011,Toyota,Camry,$11999,California,93771,automatic,gas,unk,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5862567636.html,2015,Toyota,Camry,$14999,California,29120,automatic,gas,unk,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5862563233.html,2013,Toyota,Camry,$13499,California,96847,automatic,gas,unk,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5862476573.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5861789895.html,2015,Toyota,Camry,$17499,California,42801,automatic,gas,white,unk,unk,clean
https://modesto.craigslist.org//ctd/5861745525.html,2011,Toyota,Camry,$10999,California,113955,automatic,gas,silver,unk,unk,clean
https://modesto.craigslist.org//ctd/5860897130.html,2015,Toyota,Camry,$15998,California,39580,automatic,gas,custom,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5859327103.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5859327103.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5858693317.html,2010,Toyota,Camry,$7499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5856132067.html,2015,Toyota,Camry,$16678,California,38426,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5855480778.html,2012,Toyota,Camry,$12499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5854867186.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://modesto.craigslist.org//cto/5895450825.html,2015,Toyota,Corolla,$12450,California,45000,automatic,gas,silver,4 cylinders,excellent,clean
https://modesto.craigslist.org//cto/5892466414.html,2015,Toyota,Corolla,$11900,California,33000,automatic,gas,silver,4 cylinders,like new,salvage
https://modesto.craigslist.org//ctd/5898181124.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,unk,unk,clean
https://modesto.craigslist.org//ctd/5897842665.html,2013,Toyota,Corolla,$9500,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//cto/5897759872.html,2013,Toyota,Corolla,$8900,California,63000,automatic,gas,unk,4 cylinders,salvage,salvage
https://modesto.craigslist.org//ctd/5895996144.html,2015,Toyota,Corolla,$14999,California,17855,automatic,gas,green,unk,unk,clean
https://modesto.craigslist.org//ctd/5894732650.html,2013,Toyota,Corolla,$11999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5894612980.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://modesto.craigslist.org//ctd/5894475781.html,2013,Toyota,Corolla,$9500,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//cto/5888433798.html,2015,Toyota,Corolla,$15500,California,unk,automatic,gas,white,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5892388649.html,2013,Toyota,Corolla,$9500,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5892014523.html,2010,Toyota,Corolla,$6999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//cto/5850184982.html,2011,Toyota,Corolla,$9400,California,44000,automatic,gas,red,4 cylinders,excellent,salvage
https://modesto.craigslist.org//ctd/5891415690.html,2014,Toyota,Corolla,$8500,California,27000,automatic,gas,white,unk,unk,clean
https://modesto.craigslist.org//cto/5890994904.html,2014,Toyota,Corolla,$13500,California,32000,automatic,gas,white,unk,like new,clean
https://modesto.craigslist.org//ctd/5889647959.html,2013,Toyota,Corolla,$9500,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5889409154.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://modesto.craigslist.org//cto/5882365715.html,2012,Toyota,Corolla,$11500,California,unk,automatic,gas,silver,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5888175281.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://modesto.craigslist.org//ctd/5887300035.html,2010,Toyota,Corolla,$8299,California,111500,automatic,gas,grey,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5886728561.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5886663326.html,2015,Toyota,Corolla,$17188,California,13179,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5886547289.html,2015,Toyota,Corolla,$15377,California,21078,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5886429665.html,2014,Toyota,Corolla,$15872,California,21220,automatic,other,custom,other,unk,clean
https://modesto.craigslist.org//cto/5885777882.html,2014,Toyota,Corolla,$14000,California,48000,automatic,gas,black,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5884273367.html,2013,Toyota,Corolla,$11999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5884056684.html,2015,Toyota,Corolla,$14999,California,17855,automatic,gas,green,unk,unk,clean
https://modesto.craigslist.org//ctd/5883091900.html,2010,Toyota,Corolla,$6999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//cto/5878532978.html,2013,Toyota,Corolla,$8900,California,unk,automatic,gas,silver,4 cylinders,good,salvage
https://modesto.craigslist.org//ctd/5882866879.html,2013,Toyota,Corolla,$10999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5882858779.html,2014,Toyota,Corolla,$14999,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5882588595.html,2015,Toyota,Corolla,$11999,California,33971,automatic,gas,white,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5882294788.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://modesto.craigslist.org//cto/5881507955.html,2010,Toyota,Corolla,$8500,California,116800,automatic,gas,white,4 cylinders,excellent,clean
https://modesto.craigslist.org//ctd/5880678131.html,2015,Toyota,Corolla,$17188,California,13179,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5879330650.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//cto/5834762141.html,2010,Toyota,Corolla,$9000,California,105000,automatic,gas,unk,unk,excellent,clean
https://modesto.craigslist.org//ctd/5877723959.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://modesto.craigslist.org//ctd/5877603161.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://modesto.craigslist.org//ctd/5876974458.html,2015,Toyota,Corolla,$12999,California,33971,automatic,gas,white,4 cylinders,excellent,clean
https://modesto.craigslist.org//cto/5876863441.html,2011,Toyota,Corolla,$9300,California,62300,automatic,gas,unk,4 cylinders,excellent,salvage
https://modesto.craigslist.org//ctd/5876800551.html,2010,Toyota,Corolla,$9300,California,106465,automatic,gas,silver,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5876684725.html,2010,Toyota,Corolla,$9980,California,unk,automatic,gas,grey,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5876471484.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5876083556.html,2015,Toyota,Corolla,$17188,California,13179,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5874573562.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://modesto.craigslist.org//cto/5874106049.html,2012,Toyota,Corolla,$7900,California,90000,automatic,gas,silver,4 cylinders,good,salvage
https://modesto.craigslist.org//ctd/5873795937.html,2013,Toyota,Corolla,$12499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5873436425.html,2015,Toyota,Corolla,$15999,California,17855,automatic,gas,green,unk,unk,clean
https://modesto.craigslist.org//ctd/5873325269.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://modesto.craigslist.org//ctd/5873213556.html,2015,Toyota,Corolla,$17188,California,13179,automatic,other,silver,other,unk,clean
https://modesto.craigslist.org//ctd/5873161700.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5872444668.html,2010,Toyota,Corolla,$7499,California,unk,automatic,gas,unk,unk,unk,clean
https://modesto.craigslist.org//ctd/5872340049.html,2010,Toyota,Corolla,$9300,California,106465,automatic,gas,silver,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5872084727.html,2015,Toyota,Corolla,$15995,California,35688,unk,gas,white,unk,unk,clean
https://modesto.craigslist.org//ctd/5871931169.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5870746047.html,2010,Toyota,Corolla,$9300,California,106465,automatic,gas,silver,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5870201775.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://modesto.craigslist.org//ctd/5869976790.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://modesto.craigslist.org//ctd/5868775485.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://modesto.craigslist.org//ctd/5868660451.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://modesto.craigslist.org//ctd/5868491606.html,2013,Toyota,Corolla,$11999,California,unk,automatic,gas,custom,other,unk,clean
https://modesto.craigslist.org//ctd/5867226436.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://modesto.craigslist.org//ctd/5866994671.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://modesto.craigslist.org//cto/5866352308.html,2015,Toyota,Corolla,$9500,California,unk,automatic,gas,blue,4 cylinders,unk,salvage
https://modesto.craigslist.org//ctd/5866162635.html,2010,Toyota,Corolla,$9300,California,106465,automatic,gas,silver,4 cylinders,unk,clean
https://modesto.craigslist.org//ctd/5866158155.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
