URL,YEAR,MAKE,MODEL,PRICE,STATE,ODOMETER,TRANSMISSION,FUEL,COLOR,CYLINDERS,CONDITION
https://sacramento.craigslist.org//ctd/5882405847.html,2014,Toyota,Corolla,$13626,California,51122,automatic,gas,white,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5882260096.html,2014,Toyota,Corolla,$13994,California,73242,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5881703880.html,2015,Toyota,Corolla,$14998,California,unk,automatic,gas,silver,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5881663883.html,2015,Toyota,Corolla,$14999,California,unk,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5881414237.html,2012,Toyota,Corolla,$11999,California,43769,automatic,gas,blue,unk,unk,clean
https://sacramento.craigslist.org//ctd/5881396263.html,2010,Toyota,Corolla,$7995,California,148390,automatic,other,silver,other,unk,clean
https://sacramento.craigslist.org//cto/5881362102.html,2014,Toyota,Corolla,$14950,California,unk,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5881317924.html,2011,Toyota,Corolla,$10495,California,64085,automatic,other,white,other,unk,clean
https://sacramento.craigslist.org//ctd/5881183014.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5881099508.html,2012,Toyota,Corolla,$9795,California,102000,automatic,other,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5881058905.html,2014,Toyota,Corolla,$14895,California,30157,other,gas,black,4 cylinders,unk,clean
https://sacramento.craigslist.org//cto/5880937909.html,2010,Toyota,Corolla,$8500,California,57200,manual,gas,grey,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5880784448.html,2010,Toyota,Corolla,$9995,California,66705,automatic,gas,blue,unk,used,clean
https://sacramento.craigslist.org//cto/5880714587.html,2012,Toyota,Corolla,$10750,California,61344,automatic,gas,unk,unk,like new,clean
https://sacramento.craigslist.org//ctd/5880655444.html,2015,Toyota,Corolla,$16685,California,40835,automatic,gas,black,4 cylinders,unk,clean
https://sacramento.craigslist.org//cto/5836048582.html,2011,Toyota,Corolla,$7800,California,97,automatic,gas,red,unk,like new,salvage
https://sacramento.craigslist.org//ctd/5880133228.html,2015,Toyota,Corolla,$12400,California,36950,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5880055142.html,2015,Toyota,Corolla,$14995,California,20000,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5879934261.html,2011,Toyota,Corolla,$9997,California,90638,automatic,other,silver,unk,unk,clean
https://sacramento.craigslist.org//ctd/5879521592.html,2015,Toyota,Corolla,$12677,California,40000,automatic,gas,silver,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5879460609.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5879448512.html,2011,Toyota,Corolla,$9500,California,94860,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5879364618.html,2010,Toyota,Corolla,$9999,California,95244,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//cto/5878645039.html,2015,Toyota,Corolla,$13900,California,146,automatic,gas,grey,4 cylinders,like new,salvage
https://sacramento.craigslist.org//ctd/5878520448.html,2012,Toyota,Corolla,$12813,California,56052,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5878196958.html,2012,Toyota,Corolla,$11985,California,59088,automatic,gas,white,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5878185177.html,2015,Toyota,Corolla,$12985,California,46242,automatic,gas,white,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5877777202.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,unk,unk,clean
https://sacramento.craigslist.org//ctd/5877067634.html,2015,Toyota,Corolla,$14998,California,unk,automatic,gas,silver,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5877047477.html,2015,Toyota,Corolla,$14900,California,28916,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5877047236.html,2015,Toyota,Corolla,$15300,California,36445,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5877026726.html,2015,Toyota,Corolla,$14999,California,unk,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5876946889.html,2015,Toyota,Corolla,$12999,California,33971,automatic,gas,white,4 cylinders,excellent,clean
https://sacramento.craigslist.org//cto/5876595740.html,2010,Toyota,Corolla,$7000,California,121500,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//cto/5876579834.html,2010,Toyota,Corolla,$7200,California,121500,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5876190120.html,2014,Toyota,Corolla,$12998,California,54000,automatic,gas,blue,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5874774721.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5874653814.html,2013,Toyota,Corolla,$12462,California,30794,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5874625877.html,2010,Toyota,Corolla,$7995,California,148390,automatic,gas,silver,unk,unk,clean
https://sacramento.craigslist.org//ctd/5874609035.html,2013,Toyota,Corolla,$11995,California,50251,automatic,other,silver,unk,unk,clean
https://sacramento.craigslist.org//ctd/5874323146.html,2010,Toyota,Corolla,$10995,California,46940,automatic,gas,unk,unk,used,clean
https://sacramento.craigslist.org//cto/5874107124.html,2012,Toyota,Corolla,$7900,California,90000,automatic,gas,silver,4 cylinders,good,salvage
https://sacramento.craigslist.org//ctd/5873374257.html,2012,Toyota,Corolla,$9995,California,102000,automatic,other,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5873313964.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5873253049.html,2013,Toyota,Corolla,$14976,California,63849,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5873151293.html,2014,Toyota,Corolla,$17988,California,20177,automatic,gas,blue,unk,unk,clean
https://sacramento.craigslist.org//cto/5873070013.html,2011,Toyota,Corolla,$7250,California,unk,automatic,gas,unk,unk,unk,salvage
https://sacramento.craigslist.org//ctd/5872626126.html,2014,Toyota,Corolla,$13500,California,49300,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5872625982.html,2014,Toyota,Corolla,$13200,California,33767,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5872498528.html,2015,Toyota,Corolla,$17425,California,4453,manual,gas,black,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5872459921.html,2015,Toyota,Corolla,$19499,California,20740,automatic,gas,grey,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5872458544.html,2012,Toyota,Corolla,$13499,California,44117,automatic,gas,blue,4 cylinders,excellent,clean
https://sacramento.craigslist.org//ctd/5872399850.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,unk,unk,clean
https://sacramento.craigslist.org//ctd/5871982970.html,2015,Toyota,Corolla,$15995,California,35688,unk,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5871078762.html,2015,Toyota,Corolla,$13630,California,39187,automatic,gas,red,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5870991076.html,2011,Toyota,Corolla,$10995,California,57548,automatic,gas,black,unk,unk,clean
https://sacramento.craigslist.org//ctd/5870980792.html,2015,Toyota,Corolla,$14998,California,unk,automatic,gas,silver,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5870945216.html,2015,Toyota,Corolla,$14999,California,unk,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5870877974.html,2014,Toyota,Corolla,$15995,California,7180,automatic,gas,white,4 cylinders,excellent,clean
https://sacramento.craigslist.org//ctd/5870862859.html,2014,Toyota,Corolla,$13799,California,45629,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5870798093.html,2015,Toyota,Corolla,$12900,California,37774,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5870657336.html,2010,Toyota,Corolla,$4995,California,225000,automatic,other,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5870434856.html,2014,Toyota,Corolla,$15450,California,49875,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5870396533.html,2014,Toyota,Corolla,$11923,California,46359,other,gas,red,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5870290645.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,other,excellent,clean
https://sacramento.craigslist.org//ctd/5870264022.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5870223721.html,2010,Toyota,Corolla,$9999,California,95244,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5870209664.html,2010,Toyota,Corolla,$9513,California,72775,automatic,gas,silver,unk,used,clean
https://sacramento.craigslist.org//ctd/5869224721.html,2013,Toyota,Corolla,$13147,California,30794,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//cto/5839448503.html,2013,Toyota,Corolla,$9500,California,26000,automatic,gas,unk,4 cylinders,like new,salvage
https://sacramento.craigslist.org//ctd/5868860950.html,2015,Toyota,Corolla,$13382,California,37901,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5868723445.html,2012,Toyota,Corolla,$9973,California,88984,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5868481448.html,2014,Toyota,Corolla,$15000,California,34047,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5868481277.html,2013,Toyota,Corolla,$11999,California,unk,automatic,gas,custom,other,unk,clean
https://sacramento.craigslist.org//ctd/5868456823.html,2013,Toyota,Corolla,$11986,California,unk,automatic,gas,black,unk,unk,clean
https://sacramento.craigslist.org//ctd/5867807954.html,2012,Toyota,Corolla,$12813,California,56052,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//cto/5822946814.html,2014,Toyota,Corolla,$12300,California,unk,automatic,gas,unk,4 cylinders,like new,salvage
https://sacramento.craigslist.org//ctd/5867441050.html,2015,Toyota,Corolla,$14000,California,38655,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5867276556.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,unk,unk,clean
https://sacramento.craigslist.org//ctd/5867212585.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5866474501.html,2015,Toyota,Corolla,$16600,California,21970,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5866417166.html,2015,Toyota,Corolla,$14999,California,unk,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5866192963.html,2013,Toyota,Corolla,$9995,California,93050,automatic,gas,unk,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5865745835.html,2010,Toyota,Corolla,$9999,California,95244,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5865660428.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5865344364.html,2014,Toyota,Corolla,$13931,California,24309,automatic,gas,silver,unk,unk,clean
https://sacramento.craigslist.org//ctd/5865233926.html,2011,Toyota,Corolla,$10500,California,84640,automatic,gas,unk,unk,used,clean
https://sacramento.craigslist.org//ctd/5865176629.html,2013,Toyota,Corolla,$12480,California,69600,automatic,gas,white,unk,used,clean
https://sacramento.craigslist.org//cto/5864786114.html,2014,Toyota,Corolla,$12400,California,39000,automatic,gas,unk,unk,like new,clean
https://sacramento.craigslist.org//ctd/5863999416.html,2014,Toyota,Corolla,$16967,California,37317,automatic,gas,silver,unk,unk,clean
https://sacramento.craigslist.org//cto/5849187835.html,2010,Toyota,Corolla,$7900,California,121000,automatic,gas,grey,4 cylinders,excellent,clean
https://sacramento.craigslist.org//cto/5863358594.html,2014,Toyota,Corolla,$12400,California,39000,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5862717297.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5862668323.html,2010,Toyota,Corolla,$7995,California,unk,automatic,gas,red,4 cylinders,excellent,clean
https://sacramento.craigslist.org//ctd/5862498543.html,2014,Toyota,Corolla,$12988,California,unk,automatic,other,silver,other,unk,clean
https://sacramento.craigslist.org//cto/5849525952.html,2011,Toyota,Corolla,$8700,California,unk,automatic,gas,grey,4 cylinders,good,clean
https://sacramento.craigslist.org//ctd/5862010920.html,2013,Toyota,Corolla,$11995,California,62634,automatic,other,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5861962813.html,2011,Toyota,Corolla,$10995,California,57548,automatic,gas,black,unk,unk,clean
https://sacramento.craigslist.org//ctd/5861863169.html,2015,Toyota,Corolla,$19499,California,20740,automatic,gas,grey,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5861856296.html,2012,Toyota,Corolla,$13499,California,44117,automatic,gas,blue,4 cylinders,excellent,clean
https://sacramento.craigslist.org//ctd/5861768591.html,2013,Toyota,Corolla,$14995,California,23462,automatic,other,red,unk,unk,clean
https://sacramento.craigslist.org//ctd/5861497502.html,2010,Toyota,Corolla,$8400,California,86685,automatic,gas,green,4 cylinders,excellent,clean
https://sacramento.craigslist.org//ctd/5861473259.html,2012,Toyota,Corolla,$9995,California,102000,automatic,other,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5861367779.html,2014,Toyota,Corolla,$14895,California,30157,other,gas,black,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5861209799.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5861171774.html,2014,Toyota,Corolla,$13500,California,53619,automatic,gas,unk,unk,excellent,clean
https://sacramento.craigslist.org//ctd/5861090529.html,2013,Toyota,Corolla,$14941,California,unk,automatic,gas,grey,unk,unk,clean
https://sacramento.craigslist.org//ctd/5861067428.html,2010,Toyota,Corolla,$4995,California,225000,automatic,other,unk,unk,unk,clean
https://sacramento.craigslist.org//cto/5827853860.html,2015,Toyota,Corolla,$21000,California,33,automatic,gas,white,4 cylinders,like new,clean
https://sacramento.craigslist.org//cto/5828982890.html,2015,Toyota,Corolla,$21000,California,33,automatic,gas,white,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5860354080.html,2015,Toyota,Corolla,$14999,California,unk,automatic,gas,grey,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5860346223.html,2014,Toyota,Corolla,$10900,California,61432,automatic,gas,white,unk,like new,clean
https://sacramento.craigslist.org//ctd/5860082264.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,unk,unk,clean
https://sacramento.craigslist.org//ctd/5859960320.html,2010,Toyota,Corolla,$8999,California,unk,other,gas,red,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5859775974.html,2015,Toyota,Corolla,$13394,California,18310,automatic,gas,red,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5859647091.html,2010,Toyota,Corolla,$9999,California,95244,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//ctd/5859517344.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5859507187.html,2013,Toyota,Corolla,$10995,California,64500,automatic,gas,silver,unk,used,clean
https://sacramento.craigslist.org//ctd/5859393403.html,2013,Toyota,Corolla,$10995,California,78572,automatic,gas,white,unk,used,clean
https://sacramento.craigslist.org//cto/5858576287.html,2011,Toyota,Corolla,$7500,California,79000,automatic,gas,unk,4 cylinders,good,salvage
https://sacramento.craigslist.org//ctd/5858531115.html,2013,Toyota,Corolla,$12475,California,60867,manual,gas,white,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5858046097.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://sacramento.craigslist.org//ctd/5858017800.html,2013,Toyota,Corolla,$13985,California,33993,automatic,gas,white,4 cylinders,unk,clean
https://sacramento.craigslist.org//ctd/5857102169.html,2015,Toyota,Corolla,$13000,California,39582,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5856780850.html,2010,Toyota,Corolla,$8400,California,86685,automatic,gas,green,4 cylinders,excellent,clean
https://sacramento.craigslist.org//ctd/5856675784.html,2012,Toyota,Corolla,$11813,California,56052,automatic,gas,white,unk,unk,clean
https://sacramento.craigslist.org//cto/5856627521.html,2010,Toyota,Corolla,$7900,California,98500,automatic,gas,unk,unk,unk,clean
https://sacramento.craigslist.org//ctd/5856595910.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,other,excellent,clean
https://sacramento.craigslist.org//ctd/5856373086.html,2014,Toyota,Corolla,$12995,California,40129,manual,gas,black,unk,unk,clean
https://sacramento.craigslist.org//ctd/5855053704.html,2010,Toyota,Corolla,$8999,California,113121,manual,gas,red,unk,unk,clean
https://sacramento.craigslist.org//ctd/5854782441.html,2013,Toyota,Corolla,$1500,California,99000,automatic,gas,silver,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5885978698.html,2014,Toyota,Camry,$11300,California,unk,automatic,gas,white,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5881610572.html,2013,Toyota,Camry,$9900,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5900030299.html,2014,Toyota,Camry,$15800,California,26219,automatic,electric,unk,4 cylinders,unk,clean
https://inlandempire.craigslist.org//cto/5900015147.html,2011,Toyota,Camry,$7500,California,96200,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//cto/5876846843.html,2012,Toyota,Camry,$9600,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//cto/5867226061.html,2012,Toyota,Camry,$10499,California,92500,automatic,gas,unk,unk,unk,salvage
https://inlandempire.craigslist.org//cto/5896086277.html,2012,Toyota,Camry,$10499,California,93768,automatic,gas,unk,unk,unk,salvage
https://inlandempire.craigslist.org//cto/5876646109.html,2012,Toyota,Camry,$10499,California,92700,automatic,gas,unk,unk,unk,salvage
https://inlandempire.craigslist.org//cto/5867676934.html,2012,Toyota,Camry,$10499,California,88500,automatic,gas,unk,unk,unk,salvage
https://inlandempire.craigslist.org//cto/5899854972.html,2015,Toyota,Camry,$22000,California,17779,automatic,hybrid,white,6 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5886748090.html,2011,Toyota,Camry,$8990,California,unk,automatic,gas,blue,4 cylinders,good,clean
https://inlandempire.craigslist.org//cto/5867732604.html,2012,Toyota,Camry,$9200,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//cto/5870661758.html,2012,Toyota,Camry,$8500,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//cto/5887196947.html,2012,Toyota,Camry,$9300,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5899736363.html,2010,Toyota,Camry,$9900,California,unk,automatic,gas,grey,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5899721940.html,2014,Toyota,Camry,$12000,California,48000,automatic,gas,black,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5899412632.html,2014,Toyota,Camry,$14500,California,43000,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5870433446.html,2015,Toyota,Camry,$15999,California,29,automatic,gas,white,4 cylinders,new,clean
https://inlandempire.craigslist.org//cto/5884311605.html,2010,Toyota,Camry,$7400,California,105985,automatic,gas,silver,6 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5877485447.html,2014,Toyota,Camry,$14000,California,29985,automatic,gas,grey,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5899363033.html,2010,Toyota,Camry,$10999,California,78000,automatic,gas,unk,unk,excellent,clean
https://inlandempire.craigslist.org//cto/5878906100.html,2015,Toyota,Camry,$17999,California,2411,automatic,gas,grey,4 cylinders,new,clean
https://inlandempire.craigslist.org//cto/5899059680.html,2010,Toyota,Camry,$8200,California,25000,automatic,gas,grey,4 cylinders,like new,salvage
https://inlandempire.craigslist.org//cto/5898764783.html,2010,Toyota,Camry,$6500,California,154,automatic,gas,red,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5883112685.html,2010,Toyota,Camry,$6500,California,154,automatic,gas,red,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5885030432.html,2013,Toyota,Camry,$11900,California,39,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5898754920.html,2010,Toyota,Camry,$5300,California,153023,automatic,gas,grey,4 cylinders,good,clean
https://inlandempire.craigslist.org//cto/5898677059.html,2012,Toyota,Camry,$9500,California,125000,automatic,gas,blue,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5878384470.html,2011,Toyota,Camry,$9000,California,85000,automatic,gas,grey,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5898317285.html,2011,Toyota,Camry,$9000,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5898301482.html,2010,Toyota,Camry,$9900,California,unk,automatic,gas,grey,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5896268967.html,2011,Toyota,Camry,$500,California,unk,automatic,gas,blue,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5898273930.html,2011,Toyota,Camry,$9000,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//cto/5855479673.html,2011,Toyota,Camry,$9000,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//cto/5889429981.html,2015,Toyota,Camry,$13499,California,38000,automatic,gas,unk,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5897840614.html,2014,Toyota,Camry,$14500,California,43000,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5897842288.html,2014,Toyota,Camry,$14500,California,43000,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5873241495.html,2015,Toyota,Camry,$14999,California,29111,automatic,gas,white,4 cylinders,new,clean
https://inlandempire.craigslist.org//cto/5858329205.html,2015,Toyota,Camry,$17999,California,27,automatic,gas,black,4 cylinders,new,clean
https://inlandempire.craigslist.org//cto/5897771854.html,2014,Toyota,Camry,$14100,California,53000,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5874660826.html,2014,Toyota,Camry,$14000,California,29985,automatic,gas,grey,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5867636082.html,2014,Toyota,Camry,$12400,California,47985,automatic,gas,black,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5896984030.html,2010,Toyota,Camry,$9900,California,unk,automatic,gas,grey,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5896757959.html,2014,Toyota,Camry,$12199,California,60750,automatic,gas,black,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5896712837.html,2014,Toyota,Camry,$14650,California,31000,automatic,gas,black,unk,unk,clean
https://inlandempire.craigslist.org//cto/5896712454.html,2011,Toyota,Camry,$1,California,141000,automatic,gas,white,4 cylinders,good,clean
https://inlandempire.craigslist.org//ctd/5896535360.html,2011,Toyota,Camry,$12998,California,unk,automatic,gas,white,unk,excellent,clean
https://inlandempire.craigslist.org//cto/5891946285.html,2014,Toyota,Camry,$14500,California,43000,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5896257784.html,2014,Toyota,Camry,$14450,California,63955,automatic,gas,white,unk,unk,clean
https://inlandempire.craigslist.org//cto/5887214617.html,2014,Toyota,Camry,$12000,California,47985,automatic,gas,black,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5879721418.html,2011,Toyota,Camry,$8900,California,112896,automatic,gas,white,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5895422360.html,2010,Toyota,Camry,$9900,California,unk,automatic,gas,grey,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5895385534.html,2015,Toyota,Camry,$2000,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//cto/5895259013.html,2014,Toyota,Camry,$14900,California,unk,automatic,gas,grey,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5895061981.html,2014,Toyota,Camry,$16000,California,35000,automatic,gas,silver,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5891045100.html,2014,Toyota,Camry,$14500,California,43000,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5894929369.html,2013,Toyota,Camry,$13499,California,unk,automatic,gas,silver,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5864046597.html,2010,Toyota,Camry,$7600,California,100000,automatic,gas,red,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5894749931.html,2015,Toyota,Camry,$16499,California,unk,automatic,gas,grey,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5894667493.html,2014,Toyota,Camry,$13999,California,unk,automatic,gas,blue,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5893867172.html,2010,Toyota,Camry,$189,California,94051,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5893793528.html,2010,Toyota,Camry,$9950,California,86810,automatic,gas,silver,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5893161434.html,2012,Toyota,Camry,$10900,California,unk,automatic,gas,white,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5893053867.html,2014,Toyota,Camry,$13999,California,42894,automatic,gas,silver,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5892383523.html,2015,Toyota,Camry,$15200,California,unk,automatic,gas,black,unk,like new,clean
https://inlandempire.craigslist.org//ctd/5892173547.html,2010,Toyota,Camry,$9900,California,unk,automatic,gas,grey,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5892132427.html,2010,Toyota,Camry,$7897,California,99100,automatic,gas,white,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5892088654.html,2015,Toyota,Camry,$15333,California,unk,automatic,gas,white,unk,like new,clean
https://inlandempire.craigslist.org//ctd/5891792386.html,2012,Toyota,Camry,$13900,California,20940,automatic,gas,red,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5891786917.html,2014,Toyota,Camry,$16988,California,36286,other,gas,unk,unk,excellent,clean
https://inlandempire.craigslist.org//ctd/5891784895.html,2013,Toyota,Camry,$14988,California,23925,other,hybrid,unk,unk,excellent,clean
https://inlandempire.craigslist.org//ctd/5891774906.html,2015,Toyota,Camry,$19995,California,unk,automatic,gas,white,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5891718578.html,2012,Toyota,Camry,$11488,California,69925,,gas,custom,unk,unk,clean
https://inlandempire.craigslist.org//cto/5891562839.html,2014,Toyota,Camry,$15490,California,27600,automatic,gas,red,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5860387959.html,2014,Toyota,Camry,$16500,California,12932,automatic,gas,white,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5851907070.html,2014,Toyota,Camry,$12400,California,47985,automatic,gas,black,4 cylinders,excellent,clean
